name,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,latitude,longitude,distance,monthly_rent,rent_efficiency_per_bedroom,log_rent,distance_norm,distance_bucket,drive_time,transit_time,commute_gap,commute_score,rent_per_min_drive,neigh_score,drive_time_norm,transit_time_norm,rent_norm,score,score_norm
Small place in big city,Mid-Wilshire,City of Los Angeles,Entire townhouse,Entire home/apt,2,1.0,1.0,1.0,34.06944667,-118.3547795,9.042215253099043,1710.0,1710.0,7.444833273892193,1.052953051076128,medium,27.8,55.05,27.249999999999996,41.425,61.510791366906474,0.5,0.8245614035087719,0.38003068570754156,0.5603038099953175,-0.4974960821922669,0.33456897004992564
Chic one bedroom unit with private backyard.,Mid-City,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.03121289,-118.3869522,6.937668531280919,2070.0,2070.0,7.635786861395585,0.031430945013611225,medium,15.3,35.416666666666664,20.116666666666664,25.358333333333334,135.2941176470588,0.5,0.4486215538847118,0.24100082615366458,0.6079333770121108,-0.37595998220099075,0.507664826233257
@Ktown@Cozy with LA VIBE 3 B- 3B,Beverly Hills,Other Cities,Entire home,Entire home/apt,8,3.0,3.0,4.0,34.08022,-118.39063,5.573174409615903,3222.0,1074.0,8.078067881815437,-0.6308783752893429,medium,16.483333333333334,38.7,22.21666666666667,27.59166666666667,195.47017189079878,0.5,0.4842105263157895,0.2642511507140328,0.7182515636341297,-0.4354140134911953,0.4229883683703896
Studio 2 blocks 2 beach w/ kitchenette and parking,Venice,City of Los Angeles,Room in hotel,Private room,3,1.0,0.0,1.0,33.98034,-118.46507,9.076172376062548,2952.0,2952.0,7.990576881743923,1.069435437238378,medium,25.483333333333334,54.63333333333333,29.15,40.05833333333334,115.84041857423152,0.5,0.7548872180451128,0.37708013690546444,0.69642867721573,-0.5304536636809187,0.287629659129799
S-D Stay Home workers/Students,Rancho Park,City of Los Angeles,Shared room in home,Shared room,4,1.0,1.0,2.0,34.03903,-118.4233,3.7038181650834967,450.0,450.0,6.111467339502679,-1.5382418032897256,close,14.433333333333334,22.366666666666667,7.933333333333334,18.4,31.177829099307157,0.5,0.42255639097744363,0.1485896376726071,0.2277222494169553,-0.19757374459453664,0.7617285861533861
Santa Monica beach ViewStudio10*,Santa Monica,Other Cities,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,34.008813291640195,-118.4955988,7.842481471419529,3744.0,3744.0,8.22817689595132,0.470616452572463,medium,18.333333333333332,49.666666666666664,31.333333333333332,34.0,204.21818181818182,0.8,0.5398496240601504,0.3419095951847043,0.7556932657884965,-0.4526141125703846,0.3984914009939138
Casita on Wooster,Pico-Robertson,City of Los Angeles,Entire home,Entire home/apt,6,2.5,3.0,3.0,34.048027909312694,-118.3852088,6.35184087261242,9630.0,3210.0,9.172742341560864,-0.25292287686577586,medium,18.416666666666668,40.35,21.933333333333334,29.383333333333333,522.89592760181,0.5,0.5423558897243108,0.2759353239702585,0.9912962925847755,-0.5644123487452551,0.23926454237442055
Spanish Upper 1BD/1BA at Sunny 1920’s Property!,Santa Monica,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.02552,-118.49273,6.435002175601358,2250.0,2250.0,7.719129840906732,-0.21255736324164784,medium,19.933333333333334,28.366666666666667,8.433333333333334,24.15,112.876254180602,0.8,0.58796992481203,0.1910775404225186,0.6287216223648457,-0.386095134474051,0.493229996907816
The Prada Two-Bedroom Suite,Mid-Wilshire,City of Los Angeles,Entire condo,Entire home/apt,4,2.0,2.0,2.0,34.0606,-118.36118,8.442896659322075,4212.0,2106.0,8.345930261979017,0.7620508887384928,medium,23.683333333333334,41.03333333333333,17.349999999999998,32.358333333333334,177.8465869106263,0.5,0.7007518796992481,0.28077422400566504,0.7850644963162791,-0.530406207237419,0.28769724821419107
Modern Luxury in Brentwood's Prime Location,Brentwood,City of Los Angeles,Entire home,Entire home/apt,5,2.5,2.0,3.0,34.04746,-118.47447,3.628231662945107,5634.0,2817.0,8.636752426473876,-1.5749305981042223,close,15.683333333333334,18.8,3.116666666666667,17.241666666666667,359.23485653560044,0.9,0.46015037593984964,0.12333293992682638,0.8576042896497287,-0.4157534166272116,0.4509896605583968
Chaplin Stylish Bungalow in Weho,Beverly Hills,Other Cities,Entire home,Entire home/apt,4,1.0,2.0,2.0,34.0633,-118.37608,6.93464808047225,4302.0,2151.0,8.3670677328386,0.029964853888457155,medium,20.35,37.96666666666667,17.616666666666667,29.158333333333335,211.40049140049138,0.5,0.6005012531328321,0.25905818482237697,0.790336817187727,-0.4980967397794159,0.3337134930408062
Elevation / Mar Vista - A Joyful Family Retreat,Mar Vista,City of Los Angeles,Entire home,Entire home/apt,5,2.0,3.0,4.0,33.99504,-118.44417,7.386718148135508,6750.0,2250.0,8.81744592104187,0.24939432191577943,medium,21.183333333333334,36.81666666666667,15.633333333333336,29.0,318.6467348544453,0.5,0.6255639097744361,0.25091467012864394,0.9026746809502953,-0.5489219793381778,0.2613264544754885
"Bright, Luxurious Condo accessing Beverly Hills",Beverly Hills,Other Cities,Entire condo,Entire home/apt,4,2.0,2.0,3.0,34.07515847,-118.3910965,5.446427415279221,3150.0,1575.0,8.055475141757274,-0.692399868373634,medium,16.283333333333335,43.3,27.016666666666662,29.791666666666664,193.44933469805525,0.5,0.47819548872180456,0.29682520948896496,0.7126162548621792,-0.4378701904592061,0.4194901974133972
