name,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,latitude,longitude,distance,monthly_rent,rent_efficiency_per_bedroom,log_rent,distance_norm,distance_bucket,drive_time,transit_time,commute_gap,commute_score,rent_per_min_drive,neigh_score,drive_time_norm,transit_time_norm,rent_norm,score,score_norm
"SM 2Bed + Office/1Bath Bungalow, w/ Private Yard",Santa Monica,Other Cities,Entire bungalow,Entire home/apt,3,1.0,2.0,2.0,34.03455,-118.48995,5.641351788356366,3780.0,1890.0,8.237743803890933,-0.5977858814070431,medium,19.25,34.53333333333333,15.283333333333331,26.891666666666666,196.36363636363637,0.8,0.5674185463659148,0.23474566269326094,0.7580795403215433,-0.44040651257704405,0.4158778810022618
Peaceful Private Bungalow~Venice/Marina Adjacent,Culver City,Other Cities,Entire home,Entire home/apt,4,1.5,2.0,2.0,33.99266,-118.43152,7.745760130548586,5814.0,2907.0,8.668196064952765,0.42366905682050754,medium,20.066666666666666,41.31666666666667,21.250000000000004,30.69166666666667,289.734219269103,0.7,0.5919799498746867,0.28278059719107757,0.865447278649113,-0.5103290158602667,0.316291868507538
Skylight Guest House: Private & Tranquil Hide-Away,Culver City,Other Cities,Entire guesthouse,Entire home/apt,3,1.0,1.0,2.0,33.99647132,-118.4359114,7.302185821042026,3708.0,3708.0,8.21851757748959,0.208363329394834,medium,18.966666666666665,36.55,17.583333333333332,27.758333333333333,195.50087873462215,0.7,0.5588972431077693,0.2490263188953145,0.753283941292295,-0.4487880132283117,0.40394066209005003
Enlightening Santa Monica studio just renovated,Santa Monica,Other Cities,Entire guesthouse,Entire home/apt,1,1.0,1.0,1.0,34.035352131542034,-118.4744001,4.447589592220473,1818.0,1818.0,7.506042178518122,-1.177223942863366,close,15.966666666666667,27.383333333333333,11.416666666666666,21.675,113.86221294363257,0.8,0.46867167919799496,0.18411424524961642,0.5755711514630624,-0.3276528133945467,0.5764655426043135
"Studio apartment excellent area, charming",Beverly Grove,City of Los Angeles,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,34.07075125355167,-118.3691003,7.612221410207813,1080.0,1080.0,6.985641817639208,0.3588509402022402,medium,21.866666666666667,54.06666666666667,32.2,37.96666666666667,49.390243902439025,0.5,0.6461152882205514,0.37306739053463944,0.44576765215145353,-0.3967551254336747,0.47804767443576796
Haven in the Heart of Hollywood,Hollywood,City of Los Angeles,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,34.1002,-118.35033,9.989998448448402,2592.0,1296.0,7.860570785538664,1.5129958126678138,medium,28.0,35.21666666666667,7.216666666666669,31.608333333333334,92.57142857142857,0.5,0.8305764411027569,0.23958456272866754,0.6640012473215936,-0.512690343805198,0.3129287847621583
Lighthouse Residence One,Beverly Grove,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.085677,-118.3635729,8.333337376712198,2790.0,2790.0,7.934155233536322,0.7088721077924205,medium,24.066666666666666,54.85,30.783333333333335,39.458333333333336,115.92797783933518,0.5,0.712280701754386,0.37861442228254455,0.6823554214595158,-0.5123492635666309,0.31341456286369535
Prime LA Queen Bed Suite,Beverly Hills,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.0604,-118.38531,6.049018184796157,2700.0,2700.0,7.901377353792616,-0.39990943060421735,medium,18.416666666666668,37.11666666666667,18.7,27.766666666666666,146.60633484162895,0.5,0.5423558897243108,0.2530390652661395,0.6741796325658217,-0.43298643299684986,0.42644581125487285
The Venice Roost on Abbot Kinney,Venice,City of Los Angeles,Entire loft,Entire home/apt,2,1.0,0.0,1.0,33.98857,-118.45642,8.11097854762254,2376.0,2376.0,7.773594467360194,0.6009417601130725,medium,23.7,54.1,30.400000000000002,38.9,100.25316455696203,0.5,0.7012531328320801,0.37330343443880565,0.6423067380446635,-0.49195932195525066,0.34245461270076716
Beverly Hills Adjacent Bungalow,Mid-City,City of Los Angeles,Entire home,Entire home/apt,4,1.0,2.0,2.0,34.03773721930731,-118.3813516,7.1047428405680915,3978.0,1989.0,8.288785810426928,0.11252684016414995,medium,16.666666666666668,49.46666666666667,32.8,33.06666666666667,238.67999999999998,0.5,0.48972431077694234,0.3404933317597073,0.7708109516700451,-0.4733403402530422,0.36897240107176876
Hollywood Hills Home w Views in Laurel Canyon,Hollywood Hills West,City of Los Angeles,Entire home,Entire home/apt,5,2.0,2.0,2.0,34.106590270996094,-118.3747635,7.988652614808695,6912.0,3456.0,8.841158975945264,0.541566198041393,medium,29.266666666666666,70.65,41.38333333333334,49.958333333333336,236.1731207289294,0.5,0.8686716791979949,0.4904992328573115,0.908589429934386,-0.6721371223046152,0.08583924805650683
Beautiful Apartment in DTLA!,Beverly Hills,Other Cities,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,34.07744,-118.39328,5.261765863281638,2538.0,2538.0,7.839525581704678,-0.7820324032799538,medium,15.083333333333334,35.483333333333334,20.4,25.283333333333335,168.26519337016575,0.5,0.4421052631578947,0.24147291396199694,0.658751940620953,-0.39442693798814904,0.4813635583522954
Queens Studio in Prime LA,Beverly Hills,Other Cities,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,34.05894988,-118.3849264,6.108937505798076,2448.0,2448.0,7.803435056952168,-0.3708253003498708,medium,18.2,34.05,15.849999999999998,26.125,134.5054945054945,0.5,0.5358395989974937,0.2313230260828514,0.6497498784452925,-0.4169164362939354,0.4493332483073532
"Private, Designer Guesthouse with Rose Garden",West Hollywood,Other Cities,Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,34.09408,-118.35536,9.330197211205714,3690.0,3690.0,8.213652703029998,1.1927360900095625,medium,26.55,40.38333333333333,13.833333333333332,33.46666666666667,138.98305084745763,0.5,0.7869674185463659,0.27617136787442464,0.7520704953071687,-0.5421526972616622,0.27096749674083237
The ONLY Boardwalk Penthouse! Ask for shorter stay,Venice,City of Los Angeles,Entire rental unit,Entire home/apt,8,2.0,3.0,7.0,33.99422,-118.4799,8.234799572545874,4482.0,1494.0,8.40804774415544,0.6610430222248646,medium,25.6,48.13333333333333,22.53333333333333,36.86666666666667,175.078125,0.5,0.7583959899749374,0.3310515755930603,0.8005584643475622,-0.5639524978501181,0.23991947769335972
Affordable Double Bed,Beverly Hills,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,34.06012,-118.38496,6.087648150147318,2700.0,2700.0,7.901377353792616,-0.38115890197325913,medium,18.316666666666666,36.766666666666666,18.45,27.541666666666664,147.40673339399453,0.5,0.5393483709273182,0.2505606042723947,0.6741796325658217,-0.4315884851590031,0.42843681621479085
Amazing location /walk to the promenade &the beach,Santa Monica,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,34.01732591021641,-118.4984708,7.414623975392696,2862.0,2862.0,7.959625305098115,0.2629394806597737,medium,20.433333333333334,33.8,13.366666666666664,27.116666666666667,140.0652528548124,0.8,0.6030075187969924,0.2295526968016051,0.6887084232346374,-0.4222961642932737,0.44167125632187937
Studio on The Promenade,Santa Monica,Other Cities,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,34.01783,-118.49833,7.3694923841468585,4104.0,4104.0,8.31996102188653,0.24103313965938367,medium,19.616666666666667,32.916666666666664,13.299999999999997,26.266666666666666,209.20985556499573,0.8,0.5784461152882205,0.22329753334120145,0.77858698689877,-0.4496281360142144,0.40274413058265923
B05Private Unit in Beverly Hills,Beverly Hills,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.0585,-118.38483,6.125925970823241,2700.0,2700.0,7.901377353792616,-0.3625793002058192,medium,18.166666666666668,33.13333333333333,14.966666666666665,25.65,148.62385321100916,0.5,0.5348370927318296,0.2248318187182816,0.6741796325658217,-0.42508934458953385,0.4376931137379865
Beverly Hills Art Deco Guestroom,Mid-City,City of Los Angeles,Private room in home,Private room,2,1.0,1.0,1.0,34.04439,-118.38563,6.441525440452142,1350.0,1350.0,7.208600337960199,-0.20939104757866303,medium,18.116666666666667,38.28333333333333,20.166666666666664,28.2,74.51701931922723,0.5,0.5333333333333333,0.2613006019119556,0.5013802118547643,-0.3628122051242969,0.5263903384897903
"Santa Monica Canyon, Entire Guesthouse",Pacific Palisades,City of Los Angeles,Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,34.03183,-118.51295,7.722854006130444,3420.0,3420.0,8.137688184977605,0.41255069474530676,medium,20.65,52.266666666666666,31.616666666666667,36.45833333333333,165.6174334140436,0.5,0.6095238095238095,0.360321019709666,0.7331226601249122,-0.49817041084904096,0.333608568192357
Venice Beach Studio In The Trees,Venice,City of Los Angeles,Entire guesthouse,Entire home/apt,3,1.0,0.0,1.0,33.99857,-118.45809,7.150147550924911,3420.0,3420.0,8.137688184977605,0.13456574995313625,medium,20.516666666666666,59.93333333333333,39.416666666666664,40.224999999999994,166.69374492282697,0.5,0.6055137844611528,0.4146111176678862,0.7331226601249122,-0.5078254229218879,0.31985757090570877
VENICE STUNNING LOFT-1 BLK 2 BEACH &  SANTA MONICA,Venice,City of Los Angeles,Entire loft,Entire home/apt,3,1.0,2.0,2.0,33.99467042932766,-118.4778843,8.110667437818805,5148.0,2574.0,8.546557800046141,0.6007907510912085,medium,21.316666666666666,45.95,24.633333333333336,33.63333333333333,241.50117279124316,0.5,0.6295739348370927,0.31559069987017585,0.8351070375155254,-0.5360331354313731,0.2796831852856907
"Blueground | Westwood, roof, nr Westwood Village",Westwood,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.05547,-118.44529,1.3430301560277398,3258.0,3258.0,8.089175678837561,-2.6841404017748127,very_close,7.766666666666667,15.066666666666666,7.3,11.416666666666666,419.48497854077254,1.0,0.22205513784461153,0.0968960226602148,0.7210221822414643,-0.27440461878201217,0.6523034363439919
Casa Blanca - Spanish Casita in the heart of WEHO,West Hollywood,Other Cities,Entire vacation home,Entire home/apt,4,1.0,2.0,2.0,34.082767,-118.380463,6.620553494987511,4500.0,2250.0,8.412054873292933,-0.12249294576068409,medium,19.7,45.06666666666667,25.36666666666667,32.38333333333333,228.4263959390863,0.5,0.5809523809523809,0.30933553640977224,0.8015579628555218,-0.5067760067098774,0.32135218524435927
Near Beverly Center Luxury 2-Bed Apartment,Beverly Grove,City of Los Angeles,Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,34.06558754191778,-118.3720811,7.319389261240353,3276.0,1638.0,8.094683648698815,0.216713675947242,medium,22.283333333333335,36.25,13.966666666666665,29.266666666666666,147.0157068062827,0.5,0.6586466165413534,0.24690192375781894,0.7223960355587182,-0.48593278393745715,0.351037813561139
California Dreaming in a Culver City Bungalow,Mid-City,City of Los Angeles,Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,34.03006,-118.38786,6.925619972247697,1962.0,1962.0,7.5822291942764615,0.025582716855481694,medium,15.4,36.6,21.200000000000003,26.0,127.4025974025974,0.5,0.45162907268170427,0.24938038475156382,0.5945744842640598,-0.37319459246044795,0.5116033885604522
Modern & Stylish 1BR,Sawtelle,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.04202,-118.44527,2.688009114567725,3510.0,3510.0,8.163656176168432,-2.031303511011657,close,13.45,25.216666666666665,11.766666666666666,19.333333333333332,260.96654275092936,0.5,0.3929824561403508,0.16877139147881506,0.7395998580287905,-0.39748895834938447,0.4770025245844117
Relaxation in Style: LAX rental with Pool & Gym,Marina del Rey,Unincorporated Areas,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,33.97688,-118.43933,9.220703498106666,4230.0,2115.0,8.350193650720067,1.1395891357291092,medium,20.966666666666665,63.78333333333333,42.81666666666666,42.375,201.7488076311606,0.5,0.619047619047619,0.4418741885990794,0.7861279136755203,-0.5385402889043097,0.2761124118528413
Magical ocean view unit ocean av,Santa Monica,Other Cities,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,34.0143,-118.49517,7.4014599235557945,2844.0,2844.0,7.953318346560431,0.25654980547825496,medium,19.833333333333332,44.233333333333334,24.400000000000002,32.03333333333333,143.39495798319328,0.8,0.5849624060150376,0.3034344388056179,0.6871352781145575,-0.4310297208114578,0.42923262744412943
Travel Haven at Miracle Mile,Beverly Hills,Other Cities,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,34.07529,-118.39247,5.31157697863799,2484.0,1242.0,7.818027938530729,-0.7578546765815484,medium,16.216666666666665,37.75,21.533333333333335,26.983333333333334,153.17574511819117,0.5,0.4761904761904761,0.25752389944529686,0.6533897819433186,-0.4057178355235297,0.46528267723051125
LA Spacious Double Bed Suite,Beverly Hills,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,34.06018,-118.38518,6.06501343774214,2700.0,2700.0,7.901377353792616,-0.39214552386506596,medium,18.333333333333332,36.8,18.466666666666665,27.566666666666663,147.27272727272728,0.5,0.5398496240601504,0.25079664817656083,0.6741796325658217,-0.43178606987968593,0.42815540932089025
Must see modern BH/ Santa Monica adjacent home,Culver City,Other Cities,Entire condo,Entire home/apt,6,2.0,2.0,2.0,34.01261,-118.41556,6.361677215954691,4554.0,2277.0,8.423980809694058,-0.24814843205883416,medium,15.633333333333333,20.533333333333335,4.900000000000002,18.083333333333336,291.30063965884864,0.7,0.45864661654135336,0.1356072229434675,0.8045326500267975,-0.4165284895618185,0.4498857752664553
1-BR in West Hollywood–Steps from Melrose Ave,Beverly Hills,Other Cities,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,34.069918223621336,-118.3909081,5.4301447355964285,2700.0,2700.0,7.901377353792616,-0.7003032886538633,medium,16.916666666666668,35.03333333333333,18.116666666666664,25.975,159.60591133004925,0.5,0.4972431077694236,0.23828632125575355,0.6741796325658217,-0.41650204960830645,0.4499234319494568
Modern Hollywood  Loft /Apt,Hollywood Hills West,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.09974,-118.3636,8.723339727420328,4230.0,4230.0,8.350193650720067,0.8981746395606512,medium,24.283333333333335,34.083333333333336,9.8,29.183333333333337,174.19354838709677,0.5,0.718796992481203,0.2315590699870176,0.7861279136755203,-0.5264020772119724,0.2934000666777901
House • 3 Queen Beds • Mid-Wilshire,West Hollywood,Other Cities,Entire home,Entire home/apt,7,3.5,3.0,3.0,34.08174,-118.37262,7.370700102432883,4662.0,1554.0,8.44741429680832,0.241619351841931,medium,22.233333333333334,45.93333333333333,23.699999999999996,34.08333333333333,209.68515742128935,0.5,0.6571428571428571,0.31547267791809275,0.810377666397208,-0.5343884592853588,0.28202558911187137
Ultra Modern 1BD/1BA with All Amenities On-Site,Mid-Wilshire,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.05599,-118.35477,9.134688281490261,1800.0,1800.0,7.496097345175956,1.0978383661593536,medium,22.55,51.78333333333333,29.23333333333333,37.166666666666664,79.82261640798225,0.5,0.6666666666666666,0.3568983830992565,0.5730906109697704,-0.45061592100775955,0.4013372935260562
Brand New 2nd Floor Guesthouse Beverlywood adj,Mid-City,City of Los Angeles,Entire guesthouse,Entire home/apt,6,1.0,2.0,5.0,34.04268,-118.38372,6.6837704927686525,4122.0,2061.0,8.3243363327069,-0.09180816217148786,medium,18.083333333333332,52.56666666666667,34.483333333333334,35.325,227.9447004608295,0.5,0.5323308270676691,0.3624454148471616,0.779678320990278,-0.49405965948584424,0.33946324039938364
LA/Beverly Hills Hotel Style Unit,Beverly Hills,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.05848,-118.38536,6.074044780868198,2700.0,2700.0,7.901377353792616,-0.3877618166491319,medium,18.35,33.13333333333333,14.783333333333331,25.741666666666667,147.13896457765665,0.5,0.5403508771929825,0.2248318187182816,0.6741796325658217,-0.42674347992787975,0.43533723780766914
T204 - Modern 2 Bedroom home next to Beverly Hills,West Los Angeles,City of Los Angeles,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,34.055030822753906,-118.4259338,2.3739008823531442,2538.0,1269.0,7.839525581704678,-2.1837679346221783,close,11.016666666666667,25.0,13.983333333333333,18.008333333333333,230.37821482602115,0.5,0.3197994987468672,0.16723710610173492,0.658751940620953,-0.34288804709278836,0.5547670034761074
"VERY RELAXING, QUITE AND GOOD ENERGY.",Mid-Wilshire,City of Los Angeles,Entire home,Entire home/apt,2,1.5,1.0,1.0,34.0509,-118.35368,9.327331022323868,2340.0,2340.0,7.75833346749091,1.1913448758005345,medium,21.466666666666665,42.083333333333336,20.61666666666667,31.775,109.00621118012423,0.5,0.6340852130325814,0.28820960698689957,0.638500185753498,-0.4532675596085535,0.39756073944931564
Venice Beach home Steps to Beach!,Venice,City of Los Angeles,Entire condo,Entire home/apt,6,3.0,3.0,3.0,33.98154,-118.46841,9.039067263827453,7524.0,2508.0,8.925986089617076,1.0514250542883932,medium,26.833333333333332,57.35,30.51666666666667,42.09166666666667,280.3975155279503,0.5,0.7954887218045112,0.3963177150950077,0.9297478629771847,-0.6398093047512288,0.13188162771443251
"Blueground | Marina Del Rey, pool, gym, nr marina",Del Rey,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,33.9918624,-118.4420386,7.710244006333081,4158.0,4158.0,8.33302993974291,0.406429949875684,medium,20.633333333333333,39.03333333333333,18.4,29.833333333333332,201.51857835218095,0.5,0.6090225563909774,0.26661158975569454,0.7818467680163489,-0.49876779207497174,0.3327577574885599
Cozy Marina Del Rey Stay,Venice,City of Los Angeles,Entire rental unit,Entire home/apt,8,2.0,2.0,5.0,33.98276,-118.46098,8.757344346318845,3600.0,1800.0,8.188966863648876,0.9146800796884228,medium,24.183333333333334,59.1,34.91666666666667,41.641666666666666,148.86285320468642,0.5,0.7157894736842105,0.40871002006373186,0.7459131046210781,-0.5448440879664407,0.26713432636264073
2 Floor Breezy MARINA DEL REY APARTMENT,Venice,City of Los Angeles,Entire rental unit,Entire home/apt,4,2.5,2.0,2.0,33.97882,-118.46438,9.209928772797479,4500.0,2250.0,8.412054873292933,1.1343592114057488,medium,26.666666666666668,61.25,34.58333333333333,43.958333333333336,168.75,0.5,0.7904761904761904,0.4239348518824501,0.8015579628555218,-0.5925530126615559,0.1991856496461768
2 Bedroom condo in a beautiful quiet neighborhood,Del Rey,City of Los Angeles,Entire condo,Entire home/apt,4,2.5,2.0,4.0,33.98088,-118.43363,8.87771665463602,3060.0,1530.0,8.026496938945412,0.9731073755184428,medium,20.65,64.43333333333334,43.78333333333334,42.54166666666667,148.18401937046005,0.5,0.6095238095238095,0.44647704473031985,0.7053882196579214,-0.5043078396663754,0.3248674328755498
Cozy 1 bedroom 1 bath apartment,Palms,City of Los Angeles,Entire rental unit,Entire home/apt,1,1.0,1.0,0.0,34.02902,-118.41546,4.974818589657273,1782.0,1782.0,7.48605261786314,-0.9213132185941553,close,14.5,21.033333333333335,6.533333333333335,17.766666666666666,122.89655172413794,0.6,0.4245614035087719,0.13914788150596014,0.5705851539162197,-0.32343205892031146,0.5824768849915534
Designer boutique room with en suite marble bath!,Hollywood Hills West,City of Los Angeles,Private room in guesthouse,Private room,2,1.0,1.0,1.0,34.09896,-118.37631,7.5162728130366565,4050.0,4050.0,8.30671904320269,0.3122786251094443,medium,22.433333333333334,38.4,15.966666666666665,30.416666666666664,180.53491827637444,0.5,0.6631578947368421,0.26212675557653725,0.7752840392065952,-0.5114863352189981,0.314643574829433
"Large artist's loft, 2 blocks from beach",Santa Monica,Other Cities,Entire condo,Entire home/apt,4,1.5,1.0,1.0,33.99808883666992,-118.4792175,7.855832965643558,4050.0,4050.0,8.30671904320269,0.47709711007339495,medium,20.116666666666667,42.15,22.03333333333333,31.133333333333333,201.32560066280033,0.8,0.593483709273183,0.2886816947952319,0.7752840392065952,-0.46589506742363934,0.3795762124086184
"2Bedroom+Den/2BA, 4 Blocks to Santa Monica Beach",Santa Monica,Other Cities,Private room in condo,Private room,6,2.0,1.0,1.0,34.00166,-118.47713,7.44361639258763,5886.0,5886.0,8.68050180902826,0.27701205731762363,medium,19.583333333333332,43.11666666666667,23.533333333333335,31.35,300.5617021276596,0.8,0.5774436090225563,0.295526968016051,0.8685167012758281,-0.49974515682030834,0.3313657613046311
Venice Gem! Ocean view 1 bdrm!,Venice,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,33.989092,-118.4737818,8.477167071162308,2718.0,2718.0,7.908019444632471,0.7786853416188834,medium,23.616666666666667,46.583333333333336,22.96666666666667,35.1,115.08821453775582,0.5,0.6987468671679198,0.3200755340493332,0.6758363697600516,-0.49397371486426317,0.3395856456588744
Vista Bungalows - Newly Renovated Spanish Charmer!,Fairfax,City of Los Angeles,Entire home,Entire home/apt,3,1.0,2.0,2.0,34.08655065,-118.3511736,9.566874799213844,2754.0,1377.0,7.9211727215870145,1.3076165940408506,medium,27.233333333333334,63.983333333333334,36.75,45.608333333333334,101.12607099143206,0.5,0.8075187969924812,0.44329045202407646,0.6791171925735311,-0.552560606531972,0.25614419760294627
Oct/Nov Ask for Discount 8 min walk to Beach,Santa Monica,Other Cities,Entire home,Entire home/apt,5,1.5,3.0,4.0,34.00114,-118.48225,7.722771587972481,6300.0,2100.0,8.748463629942055,0.41251068994549556,medium,19.183333333333334,40.28333333333333,21.099999999999998,29.733333333333334,328.41007819287574,0.8,0.5654135338345865,0.2754632361619261,0.8854684231372432,-0.4989040766376585,0.3325636563691021
Private Ent. 1 Bedroom Guest House! Best WLA Local,Rancho Park,City of Los Angeles,Entire home,Entire home/apt,4,1.0,1.0,2.0,34.03996,-118.4288,3.326384824400306,2520.0,2520.0,7.83241092718792,-1.7214434861394279,close,12.933333333333334,14.866666666666667,1.9333333333333336,13.9,194.84536082474227,0.5,0.3774436090225564,0.09547975923521775,0.6569773318349239,-0.34511996728778005,0.5515882266590737
The dream Santa Monica,Santa Monica,Other Cities,Entire rental unit,Entire home/apt,6,2.0,2.0,0.0,34.01921,-118.49304,6.897653006638721,5058.0,2529.0,8.528924114291936,0.012007882278096566,medium,17.683333333333334,34.68333333333333,16.999999999999996,26.18333333333333,286.0320452403393,0.8,0.5203007518796993,0.23580786026200873,0.8307086660140313,-0.45553526402192407,0.39433099752875644
Welcome to Hollywood - 2BR/2BA for 4 Guests*,West Hollywood,Other Cities,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,34.09275069062702,-118.3497444,9.839017743019244,3564.0,1782.0,8.178919332848396,1.4397115626267611,medium,26.733333333333334,43.61666666666667,16.883333333333333,35.175,133.31670822942644,0.5,0.7924812030075188,0.29906762657854363,0.7434069482933986,-0.5449206655353237,0.2670252619788799
North of Montana Home,Santa Monica,Other Cities,Entire home,Entire home/apt,6,2.0,3.0,4.0,34.03388646,-118.5036038,6.809516750673973,4230.0,1410.0,8.350193650720067,-0.030772414723717757,medium,19.033333333333335,46.35,27.316666666666666,32.69166666666667,222.24168126094568,0.8,0.5609022556390978,0.31842322672017,0.7861279136755203,-0.4664064875059714,0.3788478304955327
In the heart of Venice beach,Venice,City of Los Angeles,Private room in rental unit,Private room,2,1.0,1.0,1.0,33.9958262,-118.4483549,7.314187337257231,1728.0,1728.0,7.455298485683291,0.21418872352507592,medium,20.933333333333334,48.68333333333333,27.749999999999996,34.80833333333333,82.54777070063695,0.5,0.6180451127819548,0.3349463000118022,0.5629141485224224,-0.42756845324591586,0.4341622826887858
One Bedroom At Base of Hollywood Hills,Hollywood Hills West,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.10282,-118.35636,9.509527853684938,1800.0,1800.0,7.496097345175956,1.2797810644393353,medium,26.683333333333334,40.15,13.466666666666665,33.416666666666664,67.4578388507183,0.5,0.7909774436090226,0.27451906054526143,0.5730906109697704,-0.4714332895796672,0.3716884876428908
Spacious 5-Bedroom Haven - Enjoy Luxury & Privacy,Culver City,Other Cities,Entire home,Entire home/apt,12,5.0,5.0,8.0,34.0227312,-118.3953589,6.7938894181824665,3420.0,684.0,8.137688184977605,-0.03835773722255588,medium,17.483333333333334,34.81666666666667,17.333333333333336,26.150000000000002,195.6148713060057,0.7,0.5142857142857143,0.23675203587867347,0.7331226601249122,-0.4248851855114139,0.43798388405583694
Centrally located on Hollywood Blvd,Hollywood Hills West,City of Los Angeles,Private room in rental unit,Private room,2,1.0,1.0,1.0,34.10231,-118.35831,9.309189116136634,1440.0,1440.0,7.273092595999522,1.1825390089484262,medium,26.283333333333335,39.0,12.716666666666665,32.641666666666666,54.78757133798351,0.5,0.7789473684210526,0.2663755458515284,0.5174665203997332,-0.44394592785651477,0.4108369251197518
"Cal Mar Hotel Suites, Poolside Double Suite",Santa Monica,Other Cities,Room in boutique hotel,Private room,5,1.0,1.0,3.0,34.02023,-118.50142,7.43603207362616,6912.0,6912.0,8.841158975945264,0.2733307185294414,medium,18.45,35.46666666666667,17.01666666666667,26.958333333333336,374.6341463414634,0.8,0.5433583959899749,0.24135489200991384,0.908589429934386,-0.4947142691727297,0.33853092297085435
Fun Santa Monica Beach Villa,Santa Monica,Other Cities,Entire home,Entire home/apt,5,2.5,2.0,3.0,33.99956,-118.47751,7.649818102412152,5400.0,2700.0,8.594339400592892,0.37709993025952987,medium,19.55,45.31666666666667,25.76666666666667,32.43333333333334,276.21483375959076,0.8,0.5764411027568922,0.31110586569101856,0.8470252055644535,-0.4939635861910528,0.3396000712604979
*NEW* Breezy California Oasis near Venice!,Mar Vista,City of Los Angeles,Private room in home,Private room,2,1.0,1.0,1.0,34.00418,-118.44806,6.478316139244941,2790.0,2790.0,7.934155233536322,-0.19153327719765453,medium,17.933333333333334,57.666666666666664,39.733333333333334,37.8,155.57620817843866,0.5,0.5278195488721804,0.3985601321845863,0.6823554214595158,-0.4610000596823777,0.38654784928077845
Marina del Rey Furnished 1 Bed Apt!,Del Rey,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,33.98962436367786,-118.4440928,7.928336777735757,2952.0,2952.0,7.990576881743923,0.5122896035724226,medium,21.3,57.68333333333333,36.383333333333326,39.49166666666667,138.59154929577466,0.5,0.6290726817042607,0.3986781541366694,0.69642867721573,-0.4970289062249042,0.3352343379864048
"Luxe MDR apartment,Parking, Gym, Pool, jacuzzi,BBQ",Marina del Rey,Unincorporated Areas,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,33.98151,-118.44062,8.750993372183467,4500.0,4500.0,8.412054873292933,0.911597391902468,medium,20.166666666666668,61.55,41.383333333333326,40.858333333333334,223.14049586776858,0.5,0.5949874686716792,0.4260592470199457,0.8015579628555218,-0.5343312751477016,0.28210703270985243
"Garden-View Suite, Private Bath, 2mi from Beach",Mar Vista,City of Los Angeles,Private room in home,Private room,2,1.0,1.0,0.0,34.0029819,-118.4457196,6.5920147843961026,2880.0,2880.0,7.9658927350845286,-0.13634529859534036,medium,18.516666666666666,52.7,34.18333333333334,35.608333333333334,155.53555355535553,0.5,0.5453634085213032,0.3633895904638263,0.6902717087453413,-0.4623956241472927,0.38456023880182755
Ultra Luxury 1BR apt (#0438) in WeHo,West Hollywood,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.09369659423828,-118.3648682,8.407180964542981,2250.0,2250.0,7.719129840906732,0.7447149126007392,medium,23.466666666666665,38.65,15.183333333333334,31.05833333333333,95.88068181818183,0.5,0.694235588972431,0.2638970848577835,0.6287216223648457,-0.4625387426092244,0.3843564046101307
