name,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,latitude,longitude,distance,monthly_rent,rent_efficiency_per_bedroom,log_rent,distance_norm,distance_bucket,drive_time,transit_time,commute_gap,commute_score,rent_per_min_drive,neigh_score,drive_time_norm,transit_time_norm,rent_norm,score
Private Guest House Near Hollywood!,Fairfax,City of Los Angeles,Entire guesthouse,Entire home/apt,1,1.0,1.0,1.0,34.07815,-118.34905,9.659391802799465,1602.0,1602.0,7.3796321526095525,1.3522206194938329,medium,25.816666666666666,71.21666666666667,45.400000000000006,48.516666666666666,62.05293737895416,0.5,0.7649122807017543,0.42301867743563853,0.2715280969465802,-0.3726886584762861
Luxury Light-filled | Canal View | Venice Beach,Venice,City of Los Angeles,Entire townhouse,Entire home/apt,6,2.0,2.0,3.0,33.972965240478516,-118.4605408,9.715358062925436,5670.0,2835.0,8.643120748014027,1.379560827938024,medium,27.966666666666665,83.13333333333334,55.16666666666667,55.550000000000004,202.7413587604291,0.5,0.8295739348370926,0.4952044422009087,0.7750366536523098,-0.6079277303522335
Walk to Beverly center brand new!,Beverly Grove,City of Los Angeles,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,34.07814,-118.37591,6.990337402442963,3060.0,3060.0,8.026496938945412,0.04835462075845658,medium,20.016666666666666,51.416666666666664,31.4,35.71666666666667,152.87260616153208,0.5,0.5904761904761904,0.3030792529025744,0.5293079899637096,-0.3994819037088559
"Blueground | Beverly Hills, nr shops & groceries",Beverly Grove,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.0758013,-118.3894691,5.615657714373337,3762.0,3762.0,8.232971790593437,-0.6231933642457942,medium,16.366666666666667,50.53333333333333,34.166666666666664,33.45,229.85743380855396,0.5,0.4807017543859649,0.29772841998990407,0.6115895831078456,-0.39839204355690855
"Relaxing Nook in Stunning, Convenient W. Side Home",Mid-City,City of Los Angeles,Private room in home,Private room,1,1.5,1.0,1.0,34.03862,-118.3787,7.306933967130473,1368.0,1368.0,7.221835825288449,0.20301594799005332,medium,15.316666666666666,47.61666666666667,32.3,31.46666666666667,89.31447225244831,0.5,0.4491228070175438,0.28006057546693586,0.20864521750319326,-0.2242070441999276
Beautiful one bedroom condo with a large balcony,West Hollywood,Other Cities,Entire condo,Entire home/apt,2,1.0,1.0,1.0,34.09038,-118.37706,7.144543372392754,1890.0,1890.0,7.544861068658458,0.12368613928902142,medium,19.25,44.166666666666664,24.916666666666664,31.708333333333332,98.18181818181819,0.5,0.5674185463659148,0.25916203937405347,0.33737291212609816,-0.3070071366350244
"Delightful Guest House, with Spa, Pool, BBQ & Private Patio",Mid-City,City of Los Angeles,Entire cottage,Entire home/apt,4,1.0,1.0,1.0,34.04348373413086,-118.3722382,7.726196237458019,3168.0,3168.0,8.06117135969092,0.40783073886118354,medium,17.633333333333333,55.06666666666667,37.43333333333334,36.35,179.65973534971644,0.5,0.5187969924812029,0.32518929833417465,0.5431259758226079,-0.387927347740239
West Hollywood Cute 1 bedroom,West Hollywood,Other Cities,Entire guesthouse,Entire home/apt,3,1.0,1.0,1.0,34.08492,-118.3814,6.578054727653143,2430.0,2430.0,7.796057974316123,-0.15305055159558736,medium,20.616666666666667,40.55,19.93333333333333,30.583333333333332,117.86580436540017,0.5,0.6085213032581454,0.23725391216557293,0.43747653939797476,-0.3549977891697481
Great 1BD apt in MdR! Free parking and pool!,Marina del Rey,Unincorporated Areas,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,33.97703,-118.45728,9.266079699635634,3456.0,3456.0,8.148156439921625,1.1600828053908598,medium,24.666666666666668,84.26666666666667,59.599999999999994,54.46666666666667,140.1081081081081,0.5,0.7303258145363408,0.5020696617869763,0.577790105250601,-0.5006277188185378
Newly Renovated 2 bed 2 bath HOME IN LA back unit,Mid-City,City of Los Angeles,Entire home,Entire home/apt,4,2.0,2.0,2.0,34.04201,-118.3585,9.077423698384324,1296.0,648.0,7.167809184316444,1.067922021610617,medium,18.25,49.65,31.4,33.95,71.01369863013699,0.5,0.53734335839599,0.2923775870772337,0.1871152439692696,-0.24452462252195162
6 Turnkey One Bedroom Apartment Lower,Santa Monica,Other Cities,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,34.00515,-118.47994,7.260117147815047,2052.0,2052.0,7.627057417018934,0.1801453542448793,medium,17.9,62.03333333333333,44.13333333333333,39.96666666666667,114.6368715083799,0.8,0.5268170426065162,0.3673902069661787,0.3701287002511313,-0.29957463427564307
Spacious and bright apartment in West Hollywood,West Hollywood,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.08436,-118.37869,6.828317289053798,3816.0,3816.0,8.247220052745229,-0.030794203233727873,medium,21.366666666666667,41.06666666666667,19.700000000000003,31.21666666666667,178.5959438377535,0.5,0.631077694235589,0.24038364462392733,0.6172676097538377,-0.4343070810969972
Cozy 1-bedroom unit in the heart of Los Angeles,Mid-Wilshire,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.06196,-118.35101,9.44453265122184,2898.0,2898.0,7.972121128921655,1.2472592735498247,medium,26.5,40.766666666666666,14.266666666666666,33.63333333333333,109.35849056603773,0.5,0.7854636591478696,0.2385663806158506,0.5076388702547169,-0.43640792196941774
Big Home Near Hollywood & DTLA,Mid-City,City of Los Angeles,Entire home,Entire home/apt,14,3.0,5.0,9.0,34.038845898162016,-118.3676867,8.313579682771383,9522.0,1904.4,9.161465204194046,0.6947747975742017,medium,16.433333333333334,46.78333333333333,30.349999999999998,31.608333333333334,579.4320486815416,0.5,0.48270676691729325,0.27501261988894493,0.981600345605594,-0.5424546922952145
"Charming retreat, steps away from Venice beach",Venice,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,33.9913,-118.47697,8.385161238759308,1980.0,1980.0,7.591357046698551,0.7297432706696773,medium,22.983333333333334,56.666666666666664,33.68333333333333,39.825,86.14938361131254,0.5,0.6796992481203008,0.3348813730439172,0.3559018667052998,-0.36324679572699364
Designer Laurel Canyon Retreat | Hollywood Hills,Hollywood Hills West,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.095361231072744,-118.3748599,7.515268736309144,4032.0,4032.0,8.302265794873367,0.30479005265055364,medium,20.666666666666668,27.666666666666668,7.0,24.166666666666668,195.09677419354838,0.5,0.6100250626566416,0.15921251892983343,0.6392037018345597,-0.420531503316783
Andrew's Pl 612 Cozy 1BR Retreat in KTown~,Beverly Hills,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.06162,-118.37639,6.919403514754653,2250.0,2250.0,7.719129840906732,0.013702541616664893,medium,20.383333333333333,37.0,16.616666666666667,28.691666666666666,110.38430089942764,0.5,0.6015037593984962,0.21574962140333165,0.40682016975292196,-0.336329120001384
Feminine Sanctuary,Venice,City of Los Angeles,Tiny home,Entire home/apt,2,2.0,2.0,1.0,33.99116926586139,-118.4653809,8.030775650295286,3600.0,1800.0,8.188966863648876,0.5566215391761765,medium,22.833333333333332,53.916666666666664,31.083333333333332,38.375,157.66423357664235,0.5,0.675187969924812,0.31822311963654715,0.5940533288556225,-0.453822346447002
guest Suite,Beverly Grove,City of Los Angeles,Private room in home,Private room,2,1.0,1.0,1.0,34.07029,-118.36716,7.805237792662199,2880.0,2880.0,7.9658927350845286,0.4464435135967339,medium,22.083333333333332,45.1,23.01666666666667,33.59166666666667,130.41509433962264,0.5,0.6526315789473683,0.2648157496214033,0.5051568141420358,-0.40081534926530554
Santa Monica Elegant 2 story,Santa Monica,Other Cities,Entire villa,Entire home/apt,6,4.5,5.0,5.0,34.01734777686936,-118.4676103,5.6212572043998215,6300.0,1260.0,8.748463629942055,-0.620457944295262,medium,15.85,49.96666666666667,34.11666666666667,32.90833333333333,397.4763406940063,0.8,0.4651629072681704,0.29429581019687023,0.8170164883985217,-0.4452146295792338
Lil Beauty in Bev Hills,Beverly Hills,Other Cities,Entire guesthouse,Entire home/apt,2,1.0,0.0,2.0,34.06317,-118.37792,6.752356107315098,2934.0,2934.0,7.984462732262196,-0.06790217753339763,medium,20.233333333333334,37.15,16.916666666666664,28.691666666666666,145.00823723228996,0.5,0.5969924812030075,0.21665825340737002,0.5125570807617467,-0.37745222734707495
Simple Budget Double Queen in LA,Pico-Robertson,City of Los Angeles,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,34.059856936682735,-118.3826877,6.316300060517525,2520.0,2520.0,7.83241092718792,-0.2809209353700215,medium,18.583333333333332,41.833333333333336,23.250000000000004,30.208333333333336,135.60538116591928,0.5,0.5473684210526315,0.24502776375567895,0.4519634314040004,-0.3440014516285254
Gated Santa Monica Bungalow w/ Large Private Yard,Santa Monica,Other Cities,Entire bungalow,Entire home/apt,2,1.0,1.0,1.0,34.03471,-118.48646,5.358492045342303,2484.0,2484.0,7.818027938530729,-0.748821965838483,medium,17.916666666666668,33.86666666666667,15.95,25.891666666666666,138.64186046511628,0.8,0.5273182957393484,0.19676930843008583,0.4462317153550887,-0.2960420365498572
725-11  Spacious Studio on Montana Ave. and 7th,Santa Monica,Other Cities,Entire rental unit,Entire home/apt,3,1.0,0.0,1.0,34.0273669,-118.5019355,7.031298141780382,1800.0,1800.0,7.496097345175956,0.06836444719660997,medium,21.066666666666666,49.25,28.183333333333334,35.15833333333333,85.44303797468355,0.8,0.6220551378446115,0.28995456839979805,0.31794024599869897,-0.2917835534328227
Newly built kitchen for the home chef in West LA,Palms,City of Los Angeles,Entire condo,Entire home/apt,5,2.0,2.0,2.0,34.03151,-118.39177,6.52133191917171,3330.0,1665.0,8.11102783819368,-0.18076034324383553,medium,14.75,37.38333333333333,22.633333333333333,26.066666666666666,225.76271186440678,0.6,0.4320802005012531,0.21807168096920748,0.5629941120484979,-0.33843604116361664
Beautifully Remodeled 2 Bed 2 Bath in Los Angeles,Palms,City of Los Angeles,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,34.03106,-118.39359,6.399576314100691,2880.0,1440.0,7.9658927350845286,-0.24023945823915005,medium,14.7,39.55,24.849999999999998,27.125,195.9183673469388,0.6,0.43057644110275684,0.23119636547198383,0.5051568141420358,-0.3174749310820382
1 Bdrm Culver (1st Floor),Culver City,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.01714,-118.40908,6.3116970776487165,2934.0,2934.0,7.984462732262196,-0.2831695492815999,medium,16.6,28.8,12.2,22.700000000000003,176.74698795180723,0.7,0.48771929824561405,0.16607773851590107,0.5125570807617467,-0.31455416948156306
Nice room for a nice price,Mid-City,City of Los Angeles,Private room in rental unit,Private room,2,1.5,1.0,2.0,34.03926,-118.38017,7.146628925583815,1062.0,1062.0,6.968850378341948,0.12470495774922792,medium,16.183333333333334,49.71666666666667,33.53333333333333,32.95,65.62306900102986,0.5,0.47518796992481205,0.292781423523473,0.10782884470577288,-0.19424421356444738
Stylish 1BR/1BA Escape Near Culver City Hotspots!,Mid-City,City of Los Angeles,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,34.03393513325882,-118.3729908,8.022911236495595,2430.0,2430.0,7.796057974316123,0.5527796760234311,medium,17.633333333333333,47.45,29.81666666666667,32.54166666666667,137.80718336483932,0.5,0.5187969924812029,0.2790509843513377,0.43747653939797476,-0.3364399103738184
1 BR Cozy Condo in the best Neighborhood of LA.,West Hollywood,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.08532259,-118.3784041,6.878512716509546,3042.0,3042.0,8.02059914989697,-0.0062731177351349095,medium,21.166666666666668,40.05,18.88333333333333,30.608333333333334,143.71653543307085,0.5,0.625062656641604,0.23422513881877838,0.526957682044559,-0.39514689757406046
Westwood UCLA 2BR/1BA Cozy Condo w Amenities,Westwood,City of Los Angeles,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,34.0541,-118.44402,1.4846966020033943,3006.0,1503.0,8.008698182988528,-2.6412188251722575,very_close,8.316666666666666,14.25,5.933333333333334,11.283333333333333,361.4428857715431,1.0,0.23859649122807014,0.0779404341241797,0.52221506806825,-0.19605306142055698
Spacious Hollywood Home Sunset View-Free Parking,Beverly Hills,Other Cities,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,34.06563,-118.37455,7.072563467371701,2808.0,2808.0,7.940583827104244,0.08852306777702207,medium,20.766666666666666,34.416666666666664,13.649999999999999,27.591666666666665,135.21669341894062,0.5,0.613032581453634,0.2001009591115598,0.49507104702446897,-0.37195838506818985
Hollywood Trio Suite,West Hollywood,Other Cities,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,34.08161325681355,-118.3897,5.693748237151576,4500.0,1500.0,8.412054873292933,-0.5850451805817909,medium,15.8,36.38333333333333,20.583333333333332,26.09166666666667,284.8101265822785,0.5,0.4636591478696742,0.21201413427561838,0.6829553752712249,-0.4046827213245159
Spacious Luxury 2 Bed 2 Bath Home in Los Angeles,Mid-City,City of Los Angeles,Entire home,Entire home/apt,4,2.0,2.0,3.0,34.0317606,-118.3859807,6.990179200027351,2790.0,1395.0,7.934155233536322,0.04827733692692174,medium,15.783333333333333,39.65,23.866666666666667,27.716666666666665,176.7687434002112,0.5,0.4631578947368421,0.23180212014134274,0.4925092099957811,-0.33231147644763365
The Culver Studios House,Culver City,Other Cities,Entire home,Entire home/apt,6,2.0,3.0,3.0,34.02367,-118.38821,7.275721957304011,5166.0,1722.0,8.550047528287184,0.18776849617360367,medium,16.566666666666666,38.166666666666664,21.599999999999998,27.366666666666667,311.830985915493,0.7,0.4867167919799498,0.22281675921251892,0.7379463603935755,-0.4157569335939189
Urban Retreat,Mid-City,City of Los Angeles,Private room in home,Private room,1,1.0,1.0,1.0,34.03885,-118.37944,7.230062309551573,1728.0,1728.0,7.455298485683291,0.1654631950112571,medium,15.5,48.43333333333333,32.93333333333333,31.966666666666665,111.48387096774194,0.5,0.4546365914786967,0.28500757193336695,0.3016816308175976,-0.26406514415732146
Venice Vibes In A Private Cottage With Separate Entrance,Venice,City of Los Angeles,Entire bungalow,Entire home/apt,2,1.0,1.0,1.0,33.99861,-118.45714,7.129689824950234,2394.0,2394.0,7.781138509845015,0.11642999813718992,medium,20.433333333333334,57.5,37.06666666666666,38.96666666666667,117.16150081566069,0.5,0.6030075187969924,0.3399293286219081,0.4315310341912063,-0.37150053503996194
Jackson's Cozy 2 bedroom Near Sony Studios,Culver City,Other Cities,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,34.02185,-118.39579,6.822793123054037,7182.0,3591.0,8.879472402074802,-0.03349282646804494,medium,17.966666666666665,42.55,24.583333333333332,30.258333333333333,399.7402597402598,0.7,0.5288220551378445,0.24936900555275113,0.8692243500383273,-0.48621015766723447
Jackson's Lux Studio Lounge,Culver City,Other Cities,Entire rental unit,Entire home/apt,2,1.5,0.0,1.0,34.0170169,-118.3970041,7.081455247630522,6750.0,6750.0,8.81744592104187,0.09286681211814715,medium,18.65,56.5,37.85,37.575,361.93029490616624,0.7,0.5493734335839598,0.333871781928319,0.8445063873625904,-0.4993889414058879
Spacious Santa Monica 3Bed/2Bath Townhome ac,Santa Monica,Other Cities,Entire townhouse,Entire home/apt,6,2.0,3.0,3.0,34.03466,-118.48124,4.971176118384642,4050.0,1350.0,8.30671904320269,-0.938030573898819,close,16.85,28.85,12.0,22.85,240.3560830860534,0.8,0.49523809523809526,0.16638061585058053,0.6409783507289819,-0.35823889203313747
"Blueground | Sherman Oaks, nr Ventura Blvd shops",Sherman Oaks,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.14944,-118.4671,8.346437323792689,3186.0,3186.0,8.066835314417336,0.7108261605290408,medium,16.183333333333334,37.46666666666667,21.283333333333335,26.825000000000003,196.8692070030896,0.5,0.47518796992481205,0.21857647652700657,0.5453830992188274,-0.3544249259703759
Bright Beachside Bungalow Next to Boardwalk-C17,Venice,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,33.99001,-118.47529,8.443364376834788,1206.0,1206.0,7.095893221097532,0.7581762215852461,medium,25.116666666666667,57.25,32.13333333333333,41.18333333333334,48.015925680159256,0.5,0.743859649122807,0.33841494194851085,0.1584562572746845,-0.3042233860364181
"Bright, sunny casita perfect for beach getaway",Mar Vista,City of Los Angeles,Entire guesthouse,Entire home/apt,4,1.0,1.0,2.0,34.0065897,-118.4449676,6.231073339200885,3240.0,3240.0,8.083637203141548,-0.3225552400487199,medium,16.966666666666665,56.083333333333336,39.116666666666674,36.525,190.96267190569748,0.5,0.4987468671679197,0.3313478041393236,0.5520787629329506,-0.3867251261514209
Designer Sanctuary in Prime West Hollywood,West Hollywood,Other Cities,Entire home,Entire home/apt,4,1.5,2.0,2.0,34.08858,-118.36751,8.014386127458963,4950.0,2475.0,8.507344855361422,0.5486150550974236,medium,24.083333333333332,48.13333333333333,24.05,36.108333333333334,205.5363321799308,0.5,0.712781954887218,0.2831903079252902,0.7209290629755138,-0.5088442732414289
"Beautiful 1 BR Heart of Hollywood, Hiking & Views!",Hollywood Hills West,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.0972,-118.36242,8.748381793223263,3690.0,3690.0,8.213652703029998,0.9071809920380037,medium,25.533333333333335,30.816666666666666,5.283333333333331,28.175,144.51697127937337,0.5,0.7563909774436091,0.17829379101463907,0.6038907990180497,-0.4541323710432304
Venice Garden Retreat,Venice,City of Los Angeles,Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,33.99932,-118.45371,7.009847715892474,3222.0,3222.0,8.078067881815437,0.05788564954831162,medium,20.783333333333335,56.06666666666667,35.28333333333333,38.425000000000004,155.02806736166798,0.5,0.6135338345864662,0.33124684502776375,0.5498593515722627,-0.4202532600103977
Modern 1 bedroom in the heart of Venice Beach /MDR,Venice,City of Los Angeles,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,33.98163,-118.46404,8.928044858757884,2700.0,2700.0,7.901377353792616,0.9949486157881485,medium,25.5,60.9,35.4,43.2,105.88235294117646,0.5,0.7553884711779448,0.360524987380111,0.4794470082619029,-0.44050034213416683
1-bedroom unit with 2 beds parking#1,Fairfax,City of Los Angeles,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,34.0864,-118.36142,8.558819077419898,2340.0,2340.0,7.75833346749091,0.8145772670142905,medium,25.816666666666666,41.833333333333336,16.01666666666667,33.825,90.63912201420271,0.5,0.7649122807017543,0.24502776375567895,0.4224430740757827,-0.39745646659197514
Stylish Suit w/ Pool View,Marina del Rey,Unincorporated Areas,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,33.98471,-118.45736,8.506363324006204,4734.0,4734.0,8.462737005620179,0.7889519844029553,medium,24.25,62.71666666666667,38.46666666666667,43.483333333333334,195.2164948453608,0.5,0.7177944862155389,0.3715295305401312,0.7031525400035993,-0.5209052679741276
"Renovated home, walk to Montana Ave, Ocean & Beach",Santa Monica,Other Cities,Entire condo,Entire home/apt,4,2.0,2.0,2.0,34.02855,-118.49751,6.606404922497795,9522.0,4761.0,9.161465204194046,-0.13920113169971432,medium,21.216666666666665,38.6,17.383333333333336,29.90833333333333,448.7981146897094,0.8,0.6265664160401002,0.2254416961130742,0.981600345605594,-0.5456984022768825
Amazing Venice Beach Single with Sweeping Views-C3,Venice,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,33.98841,-118.4739,8.545367224408576,1746.0,1746.0,7.465655310134056,0.8080058708827219,medium,25.466666666666665,56.06666666666667,30.600000000000005,40.766666666666666,68.56020942408378,0.5,0.7543859649122806,0.33124684502776375,0.30580889381801274,-0.36488871600644207
"Group Tour Round West Hollywood, Spacious Unit",West Hollywood,Other Cities,Entire serviced apartment,Entire home/apt,4,1.0,1.0,1.0,34.08871,-118.38679,6.1677906903520965,6678.0,6678.0,8.806723554725636,-0.353469594635432,medium,17.933333333333334,43.983333333333334,26.05,30.958333333333336,372.3791821561338,0.5,0.5278195488721804,0.2580514891468955,0.8402334535126188,-0.49604954389608075
Zen in the Heart of West Hollywood,Beverly Grove,City of Los Angeles,Entire condo,Entire home/apt,4,1.0,2.0,2.0,34.08959,-118.37451,7.365563250695728,3744.0,1872.0,8.22817689595132,0.23165707623410098,medium,22.233333333333334,37.61666666666667,15.383333333333333,29.925,168.39580209895053,0.5,0.6571428571428571,0.21948510853104494,0.6096787858995529,-0.43491139320888733
West Hollywood with Pool!,West Hollywood,Other Cities,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,34.08941,-118.38354,6.498165664247474,7182.0,3591.0,8.879472402074802,-0.1920773445420155,medium,18.15,27.133333333333333,8.983333333333334,22.641666666666666,395.70247933884303,0.5,0.5343358395989974,0.15598182735991925,0.8692243500383273,-0.4891868573670141
2HEART of LA (Private) - TIKI HOUSE,Carthay,City of Los Angeles,Entire guesthouse,Entire home/apt,4,1.0,1.0,1.0,34.06003,-118.37387,7.1879383692408565,1836.0,1836.0,7.515889085215125,0.1448851305489645,medium,20.4,42.38333333333333,21.983333333333334,31.391666666666666,90.0,0.5,0.6020050125313282,0.24835941443715295,0.32582738522422316,-0.3106043407365183
"Sunset W Hollywood, parking, laundry, full kitchen",West Hollywood,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.08967,-118.38443,6.422138117481257,2250.0,2250.0,7.719129840906732,-0.22921773897627412,medium,17.583333333333332,25.783333333333335,8.200000000000003,21.683333333333334,127.96208530805688,0.5,0.5172932330827067,0.14780413932357397,0.40682016975292196,-0.2974768656906956
A Cozy Corner in Miracle Mile,Beverly Hills,Other Cities,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,34.06892,-118.37648,6.872000291035983,2520.0,2520.0,7.83241092718792,-0.009454517913094047,medium,20.783333333333335,36.733333333333334,15.95,28.758333333333333,121.25100240577385,0.5,0.6135338345864662,0.21413427561837456,0.4519634314040004,-0.35767237806121494
West Hollywood Bungalow Oasis with Pool,West Hollywood,Other Cities,Entire guesthouse,Entire home/apt,3,1.0,1.0,1.0,34.0834,-118.38827,5.874755228942973,4050.0,4050.0,8.30671904320269,-0.4966210322771879,medium,16.483333333333334,39.46666666666667,22.983333333333334,27.975,245.70273003033367,0.5,0.4842105263157895,0.23069156991418477,0.6409783507289819,-0.39779281216916657
"Modern 2BD/2BA, Santa Monica - 5 min to the Pier!",Santa Monica,Other Cities,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,34.01681,-118.4908,6.922953199321337,4374.0,2187.0,8.383661798791715,0.015436606314677994,medium,18.45,33.583333333333336,15.133333333333336,26.016666666666666,237.07317073170734,0.8,0.5433583959899749,0.1950530035335689,0.671640547409269,-0.3906743384674139
Newly Renovated 2 bed 1 bath Cloverdale #12,Mid-City,City of Los Angeles,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,34.04628,-118.35352,9.44292687676825,954.0,477.0,6.86171134048073,1.2464748329211912,medium,19.366666666666667,47.233333333333334,27.866666666666667,33.3,49.259896729776244,0.5,0.5709273182957394,0.2777385159010601,0.06513322994791051,-0.20287919064809806
Spacious and Stylish unit,Beverly Hills,Other Cities,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,34.0773,-118.39212,5.374054707573619,2898.0,2898.0,7.972121128921655,-0.7412194133650281,medium,15.283333333333333,39.35,24.06666666666667,27.316666666666666,189.61832061068702,0.5,0.4481203007518797,0.22998485613326605,0.5076388702547169,-0.33348860955410387
Be Perfect for one or two,Palms,City of Los Angeles,Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,34.023942602943436,-118.4129264,5.534214313758812,2718.0,2718.0,7.908019444632471,-0.6629794700922989,medium,14.833333333333334,28.85,14.016666666666667,21.84166666666667,183.23595505617976,0.6,0.4345864661654135,0.16638061585058053,0.4820939253646356,-0.29648963316559435
"Poolside Bliss: 1BD with Gym, 2 Free Parking",Del Rey,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,33.98637707712433,-118.4428623,8.255602728591954,4842.0,4842.0,8.48528964240323,0.666452340281949,medium,20.233333333333334,63.483333333333334,43.25,41.858333333333334,239.30807248764415,0.5,0.5969924812030075,0.3761736496718829,0.7121399148306012,-0.48918844022751934
⭐️ Large 2/2 steps to Beach and Canal!,Venice,City of Los Angeles,Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,33.9844,-118.46977,8.799963011285671,4950.0,2475.0,8.507344855361422,0.9323790533423912,medium,24.65,56.916666666666664,32.266666666666666,40.78333333333333,200.8113590263692,0.5,0.7298245614035087,0.33639575971731445,0.7209290629755138,-0.524598145554721
217 Studio UCLA/Busses/Food/market on Westwood Bl,West Los Angeles,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,34.04673,-118.43362,2.5012103070313865,1116.0,1116.0,7.018401799069201,-2.144639341045786,close,11.1,20.516666666666666,9.416666666666666,15.808333333333334,100.54054054054055,0.5,0.32230576441102754,0.11590106007067137,0.12757541339174555,-0.12090210669414077
"Beach themed 2 Brm, 2 Ba home Culver City Area",Del Rey,City of Los Angeles,Entire home,Entire home/apt,4,2.0,2.0,2.0,33.99792,-118.4051,8.152404798585167,4320.0,2160.0,8.371242135931933,0.6160388784739951,medium,16.416666666666668,30.283333333333335,13.866666666666667,23.35,263.1472081218274,0.5,0.4822055137844612,0.1750630994447249,0.6666912296678619,-0.3963507658914281
1b + 1b in KTown,Beverly Hills,Other Cities,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,34.06319,-118.37302,7.2405500481665355,2880.0,2880.0,7.9658927350845286,0.17058658469632573,medium,21.616666666666667,36.3,14.68333333333333,28.958333333333332,133.23053199691597,0.5,0.6385964912280702,0.21150933871781927,0.5051568141420358,-0.3859435407687993
Cozy secluded Guesthouse in Garden,Mid-Wilshire,City of Los Angeles,Entire rental unit,Entire home/apt,1,1.0,1.0,3.0,34.05798,-118.35541,9.045159202578374,2070.0,2070.0,7.635786861395585,1.0521604174102304,medium,24.316666666666666,52.46666666666667,28.150000000000002,38.391666666666666,85.12679917751885,0.5,0.7197994987468671,0.309439676930843,0.3736074415353162,-0.37727076162435524
"Elegant Santa Monica Beach house, steps from beach",Santa Monica,Other Cities,Entire home,Entire home/apt,4,2.0,2.0,2.0,34.00249,-118.48726,7.860872534267571,4950.0,2475.0,8.507344855361422,0.47362177115416104,medium,19.5,61.766666666666666,42.266666666666666,40.63333333333333,253.84615384615384,0.8,0.574937343358396,0.3657748611812216,0.7209290629755138,-0.45400780043396866
Modern Oasis steps to beach,Venice,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,33.99175,-118.47518,8.277030204124593,1800.0,1800.0,7.496097345175956,0.6769199263985937,medium,22.166666666666668,53.55,31.38333333333333,37.858333333333334,81.203007518797,0.5,0.6551378446115288,0.31600201918223114,0.31794024599869897,-0.3369178556193844
4 Bedrooms & 2.5 Bathrooms in LA,Mid-Wilshire,City of Los Angeles,Entire home,Entire home/apt,8,2.5,4.0,4.0,34.0531346,-118.3494375,9.705155456462924,4482.0,1120.5,8.40804774415544,1.3745767288266795,medium,22.466666666666665,55.666666666666664,33.2,39.06666666666666,199.49554896142433,0.5,0.6641604010025062,0.3288238263503281,0.6813585078235161,-0.4875562887002239
*Private Studio Guest House in West LA*,Rancho Park,City of Los Angeles,Entire guesthouse,Entire home/apt,2,1.0,0.0,1.0,34.0277,-118.42914,4.421949343897519,1224.0,1224.0,7.110696122978827,-1.206334628231024,close,13.1,16.416666666666668,3.316666666666668,14.758333333333333,93.43511450381679,0.5,0.38245614035087716,0.09106511862695608,0.16435531151895452,-0.14869199043823617
