name,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,latitude,longitude,distance,monthly_rent,rent_efficiency_per_bedroom,log_rent,distance_norm,distance_bucket,drive_time,transit_time,commute_gap,commute_score,rent_per_min_drive,neigh_score,drive_time_norm,transit_time_norm,rent_norm,score
"Gem 1 bd free parking, center SM",Santa Monica,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.015464425811096,-118.4921681,7.114325692929609,2610.0,2610.0,7.8674885686991285,0.10892443012062973,medium,17.433333333333334,35.31666666666667,17.883333333333336,26.375,149.71319311663478,0.8,0.512781954887218,0.20555275113579002,0.46594210340324843,-0.30132197805462285
Historical Mediterranean Home near Urban Lights,Mid-Wilshire,City of Los Angeles,Entire home,Entire home/apt,4,1.0,2.0,2.0,34.06174,-118.3595,8.59985790580313,3780.0,1890.0,8.237743803890933,0.8346252409145924,medium,24.716666666666665,44.35,19.633333333333336,34.53333333333333,152.93324342548888,0.5,0.731829573934837,0.2602725896012115,0.6134912619490648,-0.4669998948803194
Room in Hillside Home with Skyline Views,Hollywood Hills West,City of Los Angeles,Private room in home,Private room,2,1.0,1.0,1.0,34.10051,-118.37997,7.248548130487922,3384.0,3384.0,8.127109185346375,0.17449374657078953,medium,23.416666666666668,50.1,26.683333333333334,36.75833333333333,144.51245551601423,0.5,0.6927318295739349,0.2951034830893488,0.569402635183719,-0.44460129956353783
Mar Vista Room 10min to beach,Mar Vista,City of Los Angeles,Private room in rental unit,Private room,1,1.0,1.0,1.0,34.00203,-118.43298,6.7977388152239175,1440.0,1440.0,7.273092595999522,-0.04573216490085433,medium,17.866666666666667,37.36666666666667,19.5,27.616666666666667,80.59701492537313,0.5,0.5258145363408522,0.21797072185764765,0.2290713794297812,-0.2429670570456977
Artsy Venice Loft,Venice,City of Los Angeles,Entire home,Entire home/apt,6,2.0,2.0,3.0,33.990906563246625,-118.4754323,8.364788186136114,5976.0,2988.0,8.695674048824253,0.7197907831511459,medium,22.583333333333332,41.416666666666664,18.833333333333332,32.0,264.619926199262,0.5,0.6676691729323307,0.2425037859666835,0.7959794913932458,-0.5171933056303342
Santa Monica Retreat,Santa Monica,Other Cities,Entire home,Entire home/apt,6,3.0,4.0,4.0,34.00355384824363,-118.4760978,7.228273372118144,7164.0,1791.0,8.876963340262272,0.16458927700756207,medium,18.366666666666667,46.06666666666667,27.700000000000003,32.21666666666667,390.05444646098005,0.8,0.5408521303258146,0.2706713780918728,0.8682244723215774,-0.48367970364474994
1 Cozy studio Culver City,Palms,City of Los Angeles,Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,34.02281,-118.41267,5.641355333605194,2916.0,2916.0,7.978310969867722,-0.6106397602576584,medium,15.883333333333333,30.016666666666666,14.133333333333333,22.95,183.58866736621198,0.6,0.46616541353383456,0.1734477536597678,0.5101055627854827,-0.318581399906297
Cozy Spanish Studio,Beverly Grove,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,34.08209080630026,-118.3701385,7.621171926351956,1908.0,1908.0,7.554334823725748,0.3565250673568819,medium,22.15,55.166666666666664,33.016666666666666,38.65833333333333,86.13995485327314,0.5,0.6546365914786967,0.3257950530035335,0.3411482661402655,-0.34800929450042195
3 Bedroom Villa W/Pool,West Hollywood,Other Cities,Entire home,Entire home/apt,6,2.0,3.0,3.0,34.08999,-118.36542,8.25205216900618,9882.0,3294.0,9.198571388376184,0.6647178481263165,medium,24.833333333333332,42.13333333333333,17.3,33.483333333333334,397.93288590604027,0.5,0.7353383458646616,0.2468450277637557,0.9963874052675168,-0.6185254714191564
The Tree House - Perfect 1BR in WeHo,West Hollywood,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.0880559,-118.3823262,6.572718791528162,2700.0,2700.0,7.901377353792616,-0.1556572222141618,medium,19.55,40.11666666666667,20.566666666666666,29.833333333333336,138.10741687979538,0.5,0.5764411027568922,0.2346289752650177,0.4794470082619029,-0.36163692918483237
1+1 in a beautiful Penthouse,Pico-Robertson,City of Los Angeles,Private room in rental unit,Private room,2,1.0,1.0,1.0,34.055240920018115,-118.380664,6.596564076814559,1602.0,1602.0,7.3796321526095525,-0.14400850620787697,medium,20.3,49.25,28.95,34.775,78.91625615763546,0.5,0.5989974937343359,0.28995456839979805,0.2715280969465802,-0.2963014005788925
"218 Quiet Studio Near UCLA,Restaurants,on Westwood",West Los Angeles,City of Los Angeles,Entire rental unit,Entire home/apt,3,1.0,0.0,1.0,34.04854202270508,-118.4356766,2.247537290237124,1782.0,1782.0,7.48605261786314,-2.2685617389371475,close,9.766666666666667,15.433333333333334,5.666666666666666,12.600000000000001,182.45733788395904,0.5,0.2822055137844612,0.0851085310449268,0.31393735577066373,-0.17725830265258918
Sunny Venice Garden Cottage,Venice,City of Los Angeles,Entire guesthouse,Entire home/apt,2,1.0,0.0,2.0,34.00041,-118.46767,7.208176607159071,1422.0,1422.0,7.260522598089852,0.15477175942110472,medium,19.866666666666667,53.1,33.233333333333334,36.483333333333334,71.57718120805369,0.5,0.5859649122807018,0.3132761231701161,0.22406215217730593,-0.27806955918915616
1/2 block off the beach - 3 car garage parking,Venice,City of Los Angeles,Entire condo,Entire home/apt,5,3.0,3.0,2.0,33.977596,-118.464935,9.341247583165783,5850.0,1950.0,8.674367865788236,1.1968032437299103,medium,26.966666666666665,62.733333333333334,35.766666666666666,44.85,216.9344870210136,0.5,0.7994987468671678,0.37163048965169104,0.7874888366232761,-0.579171256639799
Sunset Studio Gold,Hollywood,City of Los Angeles,Entire rental unit,Entire home/apt,3,1.0,0.0,1.0,34.09691559956307,-118.3524296,9.690831200180616,3780.0,3780.0,8.237743803890933,1.3675791529356907,medium,26.65,33.06666666666667,6.416666666666671,29.858333333333334,141.83864915572232,0.5,0.7899749373433583,0.19192327107521456,0.6134912619490648,-0.47077364019767637
Imported Bellino Fine Linens & sculptural armchair,Santa Monica,Other Cities,Room in hotel,Private room,2,1.0,1.0,1.0,34.02132,-118.4951,6.894828786851087,8460.0,8460.0,9.0432226489245,0.001697483893842305,medium,18.566666666666666,36.61666666666667,18.05,27.59166666666667,455.6552962298025,0.8,0.5468671679197995,0.21342756183745584,0.9344799057682184,-0.5005376250507183
Cozy Luxerius 1 bed Loft Venice,Venice,City of Los Angeles,Tiny home,Entire home/apt,4,1.0,1.0,2.0,33.99183126360273,-118.448262,7.71295402156158,3510.0,3510.0,8.163656176168432,0.40136175304621696,medium,22.166666666666668,57.3,35.133333333333326,39.733333333333334,158.34586466165413,0.5,0.6551378446115288,0.3387178192831903,0.5839668525954801,-0.44787165827828873
"Blueground | Beverly Hills, nr Grove & Rodeo drive",Beverly Grove,City of Los Angeles,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,34.07564,-118.38906,5.654314458888821,4194.0,2097.0,8.341648618901306,-0.6043090676991195,medium,17.05,44.68333333333333,27.63333333333333,30.866666666666667,245.9824046920821,0.5,0.5012531328320802,0.2622917718324078,0.6548980175232227,-0.4147935012253947
"Blueground | Marina Del Rey, pool & gym, nr shops",Del Rey,City of Los Angeles,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,33.9898133,-118.4404359,7.923006225984974,4680.0,2340.0,8.45126704130007,0.5039748460092132,medium,21.416666666666668,59.45,38.03333333333333,40.43333333333334,218.5214007782101,0.5,0.6325814536340852,0.3517415446744069,0.6985816834075925,-0.48955541838814404
Furnished Luxury Condo @ The Colony,Westwood,City of Los Angeles,Entire condo,Entire home/apt,2,1.0,1.0,1.0,34.05262,-118.44424,1.6308280105519168,1908.0,1908.0,7.554334823725748,-2.5698318294900875,very_close,9.616666666666667,14.883333333333333,5.266666666666666,12.25,198.4055459272097,1.0,0.27769423558897244,0.08177688036345279,0.3411482661402655,-0.13612295320548848
On The Heart Of West Hollywood,Hollywood Hills West,City of Los Angeles,Private room in rental unit,Private room,2,1.0,1.0,1.0,34.09883,-118.3651,8.550915097228058,2250.0,2250.0,7.719129840906732,0.8107160751909088,medium,23.466666666666665,30.75,7.283333333333335,27.108333333333334,95.88068181818183,0.5,0.694235588972431,0.17788995456839982,0.40682016975292196,-0.35657673550657804
Cozy House Located Center of West Hollywood,Beverly Hills,Other Cities,Entire home,Entire home/apt,2,1.0,1.0,1.0,34.07572562601305,-118.3955527,5.011430502122571,4122.0,4122.0,8.3243363327069,-0.9183658108842769,medium,16.266666666666666,36.06666666666667,19.800000000000004,26.166666666666668,253.40163934426232,0.5,0.4776942355889724,0.21009591115598186,0.64799895704359,-0.3945270357253241
"Miracle Mile 4 BD, 2 BA-Ideal for Urban Explorers",Beverly Hills,Other Cities,Entire home,Entire home/apt,8,2.0,4.0,4.0,34.060882773981895,-118.3755842,7.007592684128078,5490.0,1372.5,8.610865667278873,0.05678403871442532,medium,21.016666666666666,44.1,23.083333333333336,32.55833333333334,261.2212529738303,0.5,0.6205513784461152,0.2587582029278142,0.7621827907789488,-0.4927901704309769
Modern Venice Beach Guesthouse with Sauna and Spa,Venice,City of Los Angeles,Entire guesthouse,Entire home/apt,4,1.0,2.0,3.0,34.00171,-118.46581,7.02799274330853,4950.0,2475.0,8.507344855361422,0.06674971926931701,medium,20.016666666666666,55.71666666666667,35.7,37.86666666666667,247.2939217318901,0.5,0.5904761904761904,0.32912670368500757,0.7209290629755138,-0.4813398230700641
Chic One-Bedroom Apt on Melrose w/  Free Parking,Fairfax,City of Los Angeles,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,34.08258,-118.35784,8.842461195844004,3186.0,3186.0,8.066835314417336,0.9531399407361403,medium,25.383333333333333,60.46666666666667,35.083333333333336,42.925,125.51543007222587,0.5,0.7518796992481203,0.35790005047955575,0.5453830992188274,-0.46529715955787826
Panoramic Ocean View with Balcony & Cal King Bed,Santa Monica,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.01878900047122,-118.5011107,7.508074752067157,5364.0,5364.0,8.587651655064798,0.30127570260684056,medium,18.566666666666666,42.083333333333336,23.51666666666667,30.325000000000003,288.9048473967684,0.8,0.5468671679197995,0.24654215042907626,0.7529318534711087,-0.4345413218501986
1 Luxury Apartment,Santa Monica,Other Cities,Entire rental unit,Entire home/apt,4,2.0,2.0,0.0,34.01671966430426,-118.4941987,7.157974598313226,5400.0,2700.0,8.594339400592892,0.13024745883226413,medium,18.1,33.36666666666667,15.266666666666666,25.733333333333334,298.34254143646405,0.8,0.5328320802005013,0.19374053508329128,0.7555969642688739,-0.42083651678435824
Sea Blessings,Mar Vista,City of Los Angeles,Entire condo,Entire home/apt,6,1.5,2.0,3.0,34.00179,-118.43443,6.7968706034467115,2610.0,1305.0,7.8674885686991285,-0.046156297063859104,medium,18.183333333333334,37.93333333333333,19.749999999999996,28.05833333333333,143.53803849679193,0.5,0.5353383458646617,0.22140333165068146,0.46594210340324843,-0.3412590114508342
Cozy Studio Unit In K-Town LA,West Hollywood,Other Cities,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,34.09185304564726,-118.3521798,9.581022864248352,1926.0,1926.0,7.563719668414366,1.3139364262903783,medium,26.933333333333334,42.9,15.966666666666665,34.916666666666664,71.50990099009901,0.5,0.7984962406015037,0.2514891468955073,0.34488818878085015,-0.3778019770718926
3bed house near Mid-Wilshire,Beverly Hills,Other Cities,Entire home,Entire home/apt,6,2.0,3.0,3.0,34.06538,-118.37778,6.75118271119943,4932.0,1644.0,8.503702601233739,-0.06847539601034706,medium,19.133333333333333,43.416666666666664,24.28333333333333,31.275,257.77003484320556,0.5,0.5639097744360901,0.2546188793538616,0.7194776006309738,-0.4578877484539889
Charming 4 Bedrooms Family House - WIL-WW,Veterans Administration,Unincorporated Areas,Entire home,Entire home/apt,10,2.0,4.0,5.0,34.05008,-118.45349,2.056493374654939,7758.0,1939.5,8.95660873889395,-2.3618890483241763,close,11.316666666666666,20.166666666666668,8.850000000000001,15.741666666666667,685.5375552282769,0.5,0.32882205513784457,0.1137809187279152,0.8999636901183562,-0.4313882763342789
Female Travelers: Beautiful Room Near SM Beach!,Santa Monica,Other Cities,Private room in rental unit,Private room,1,1.0,1.0,1.0,34.00578,-118.47639,7.040561412273474,2340.0,2340.0,7.75833346749091,0.07288966909970003,medium,18.083333333333332,47.6,29.51666666666667,32.84166666666667,129.4009216589862,0.8,0.5323308270676691,0.2799596163553761,0.4224430740757827,-0.304668401021689
Private Master Bedroom in West Hollywood,Beverly Grove,City of Los Angeles,Private room in rental unit,Private room,2,1.5,1.0,1.0,34.06396,-118.36723,7.812633678855649,1260.0,1260.0,7.13966033596492,0.4500564952343011,medium,22.4,41.18333333333333,18.78333333333333,31.791666666666664,56.25000000000001,0.5,0.6621553884711778,0.24109035840484602,0.17589774184225826,-0.2672237849592259
Hip 1 Bedroom (King) in Prime Weho,West Hollywood,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.07994644480114,-118.3814342,6.471554057863105,2682.0,2682.0,7.894690850425624,-0.20507744252865595,medium,18.416666666666668,43.916666666666664,25.499999999999996,31.166666666666664,145.6289592760181,0.5,0.5423558897243108,0.2576476527006562,0.47678239247354726,-0.35494925444684344
Outstanding Location. Santa Monica's Best.,Santa Monica,Other Cities,Entire condo,Entire home/apt,4,2.0,2.0,2.0,34.02891650000001,-118.4963485,6.492187092574371,4050.0,2025.0,8.30671904320269,-0.19499795055308847,medium,20.766666666666666,43.78333333333333,23.016666666666666,32.275,195.02407704654897,0.8,0.613032581453634,0.25683997980817763,0.6409783507289819,-0.4116691106893185
Venice Beach Bungalow,Venice,City of Los Angeles,Entire home,Entire home/apt,2,1.0,1.0,0.0,33.99164,-118.45289,7.764176517828752,4320.0,4320.0,8.371242135931933,0.4263845743286138,medium,23.45,43.31666666666667,19.86666666666667,33.38333333333333,184.22174840085287,0.5,0.693734335839599,0.25401312468450277,0.6666912296678619,-0.475599417555925
Cozy- bright 1 bedroon in Santa Monca,Santa Monica,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.01543,-118.47897,6.32412349658036,2178.0,2178.0,7.68662133494462,-0.27709909034721186,medium,16.583333333333332,32.11666666666667,15.533333333333335,24.35,131.33668341708542,0.8,0.4872180451127819,0.18616860171630492,0.39386531525152235,-0.2609452599777045
Sharming  2bd/2bth apt close to the beach in SM,Santa Monica,Other Cities,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,34.016013065074006,-118.4920804,7.067389751546789,4644.0,2322.0,8.443546651247939,0.08599564377610201,medium,18.216666666666665,33.9,15.683333333333334,26.05833333333333,254.93138151875573,0.8,0.5363408521303258,0.19697122665320546,0.6955050569413997,-0.39849852374629874
Lovely 1 unit apartment close to the beach,Santa Monica,Other Cities,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,34.03246,-118.47113,4.472402598156887,1620.0,1620.0,7.390798521735676,-1.1816875911584361,close,16.883333333333333,31.55,14.666666666666668,24.21666666666667,95.95261599210266,0.8,0.49624060150375937,0.18273599192327108,0.2759779688510734,-0.21581056637621132
Cozy Beach Single w Peek-a-Boo Ocean View-B14,Venice,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,33.98965,-118.47482,8.460441418744027,1170.0,1170.0,7.065613363597717,0.7665185672120202,medium,23.15,42.416666666666664,19.266666666666666,32.78333333333333,50.53995680345572,0.5,0.6847117794486215,0.2485613326602726,0.1463895339164843,-0.2636816139332347
"✸~Private, Quiet and Cozy  Studio in Culver City~✸",Culver City,Other Cities,Entire home,Entire home/apt,2,1.0,0.0,1.0,34.02555,-118.38463,7.448454470559327,2610.0,2610.0,7.8674885686991285,0.2721504596433749,medium,17.533333333333335,37.46666666666667,19.933333333333334,27.5,148.8593155893536,0.7,0.5157894736842106,0.21857647652700657,0.46594210340324843,-0.31482897877196386
Spacious Double Bed Suite,Beverly Hills,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,34.06039424741895,-118.3842734,6.1517464305108485,2160.0,2160.0,7.6783263565068856,-0.3613074134820934,medium,18.833333333333332,37.56666666666667,18.733333333333338,28.200000000000003,114.69026548672566,0.5,0.5548872180451128,0.2191822311963655,0.3905597115157388,-0.3165264962591025
Venice Retreat,Venice,City of Los Angeles,Entire townhouse,Entire home/apt,5,2.5,2.0,3.0,33.97452,-118.46025,9.557241704592522,4500.0,2250.0,8.412054873292933,1.3023190364456483,medium,25.35,78.86666666666666,53.51666666666666,52.108333333333334,177.51479289940826,0.5,0.7508771929824561,0.4693589096415951,0.6829553752712249,-0.5423170899315457
Amazing location 2 minutes to all the hot spots!!,Beverly Grove,City of Los Angeles,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,34.08717,-118.37404,7.346794198833195,3564.0,1782.0,8.178919332848396,0.22248816287332848,medium,21.866666666666667,42.43333333333333,20.566666666666663,32.15,162.98780487804876,0.5,0.6461152882205514,0.24866229177183238,0.5900493214192228,-0.42958677338822104
An Oasis of Comfort Hotel Style Suite,Beverly Hills,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.06044,-118.38531,6.048457406644677,2700.0,2700.0,7.901377353792616,-0.41176537576404587,medium,18.433333333333334,45.61666666666667,27.183333333333334,32.025,146.47377938517178,0.5,0.5428571428571428,0.26794548207975766,0.4794470082619029,-0.35822504257785553
Studio with Pool view,Pico-Robertson,City of Los Angeles,Private room in guesthouse,Private room,2,1.0,0.0,1.0,34.05481988937499,-118.4006952,4.667897533421633,3402.0,3402.0,8.132412674500905,-1.086185903750855,close,15.7,27.216666666666665,11.516666666666666,21.458333333333332,216.687898089172,0.5,0.46065162907268165,0.1564866229177183,0.5715161106669283,-0.3480992575721195
"Blueground | Brentwood, courtyard, nr med center",Sawtelle,City of Los Angeles,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,34.0409705,-118.4484851,2.81220349949989,4572.0,2286.0,8.427924723658055,-1.9927153302636578,close,13.45,24.7,11.25,19.075,339.9256505576208,0.5,0.3929824561403508,0.14124179707218576,0.6892796155386417,-0.3718549424719991
Quintessential Beach Bungalow (1 person maximum),Santa Monica,Other Cities,Entire guesthouse,Entire home/apt,1,1.0,1.0,1.0,34.03422,-118.47398,4.5066515285741495,3672.0,3672.0,8.208764045819667,-1.1649565661714005,close,16.666666666666668,27.816666666666666,11.149999999999999,22.241666666666667,220.32,0.8,0.48972431077694234,0.1601211509338718,0.6019426368065695,-0.3397185781424848
"Blueground | Culver City, roof terrace, nr 405",Palms,City of Los Angeles,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,34.0222053,-118.3986472,6.5936015923997875,4446.0,2223.0,8.399984990510696,-0.14545571638826452,medium,17.7,41.43333333333333,23.73333333333333,29.566666666666663,251.18644067796612,0.6,0.5208020050125313,0.24260474507824328,0.6781454472027044,-0.41601972940048976
Charming bachelor apartment in Hollywood hills,Hollywood Hills West,City of Los Angeles,Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,34.10845,-118.37656,7.921901350054893,1872.0,1872.0,7.5352967024440884,0.5034351004881547,medium,31.333333333333332,104.51666666666667,73.18333333333334,67.925,59.74468085106383,0.5,0.9308270676691729,0.6247349823321555,0.3335614489708961,-0.4876196963555414
The Inglewood 3,Mar Vista,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,33.99992,-118.42494,7.189372712552336,1584.0,1584.0,7.368339686311381,0.14558582494998598,medium,17.616666666666667,55.18333333333333,37.56666666666666,36.4,89.91485335856197,0.5,0.5182957393483709,0.32589601211509334,0.26702797448554577,-0.27747911402174824
"Blueground | Sawtelle, nr shops & Century City",Sawtelle,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.042004,-118.444336,2.6909873875587476,3168.0,3168.0,8.06117135969092,-2.0519308962101017,close,13.066666666666666,20.533333333333335,7.466666666666669,16.8,242.44897959183675,0.5,0.381453634085213,0.1160020191822312,0.5431259758226079,-0.30488688439105327
"Reduced Gorgeous Getty One,  6 Blocks from  Beach.",Santa Monica,Other Cities,Entire home,Entire home/apt,4,1.0,1.0,4.0,34.00267,-118.47776,7.380085704109329,9000.0,9000.0,9.105090961257085,0.23875147386859055,medium,19.433333333333334,43.016666666666666,23.583333333333332,31.225,463.12178387650084,0.8,0.5729323308270676,0.252195860676426,0.9591348371713997,-0.5259728062519653
Classy and Comfy unit,Beverly Hills,Other Cities,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,34.07604726590841,-118.3916724,5.400266078375206,2592.0,1296.0,7.860570785538664,-0.728414835397689,medium,16.95,40.06666666666667,23.11666666666667,28.508333333333333,152.9203539823009,0.5,0.4982456140350877,0.23432609793033823,0.46318532108847543,-0.33161303223198413
1 Bedroom Unit Great Location,Mid-Wilshire,City of Los Angeles,Room in hotel,Private room,3,1.0,1.0,1.0,34.06679,-118.34855,9.667302933082933,2862.0,2862.0,7.959625305098115,1.356085304225175,medium,28.75,48.7,19.950000000000003,38.725,99.54782608695652,0.5,0.8531328320802004,0.2866229177183241,0.5026592018658418,-0.46432811391406165
King Room Near  The Culver Theater LA,Culver City,Other Cities,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.02417,-118.39237,6.922269714479587,6012.0,6012.0,8.70167907103957,0.015102715538345296,medium,16.833333333333332,36.96666666666667,20.133333333333336,26.9,357.1485148514852,0.7,0.49473684210526314,0.21554770318021205,0.7983725324381881,-0.4408796062428966
The Bagley Q #207 - Deluxe Studio,Palms,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,34.02873,-118.39586,6.362440176535872,1080.0,1080.0,6.985641817639208,-0.2583809195329551,medium,14.833333333333334,37.63333333333333,22.799999999999997,26.233333333333334,72.80898876404494,0.6,0.4345864661654135,0.21958606764260474,0.11452034425418699,-0.16010129107981982
Beautiful Private Bedroom in Mid-Wilshire Home,Mid-Wilshire,City of Los Angeles,Private room in home,Private room,1,1.0,1.0,1.0,34.06028,-118.35687,8.874961013998798,1350.0,1350.0,7.208600337960199,0.9690165028067588,medium,24.633333333333333,43.36666666666667,18.733333333333334,34.0,54.80378890392422,0.5,0.7293233082706766,0.2543160020191822,0.20337078831864605,-0.30100850821249786
Lux Bh Apt-Best Loc,Beverly Hills,Other Cities,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,34.06655,-118.38958,5.566962277580583,4752.0,4752.0,8.46653127661401,-0.6469816858023573,medium,17.683333333333334,43.8,26.116666666666664,30.741666666666667,268.7276154571159,0.5,0.5203007518796993,0.25694093891973746,0.7046645820741039,-0.43934424617749884
Great 1-bedroom getaway close to beach and shops,Venice,City of Los Angeles,Entire guesthouse,Entire home/apt,3,1.0,1.0,1.0,33.99771120827682,-118.4481539,7.125004976992194,3600.0,3600.0,8.188966863648876,0.11414139211967406,medium,20.2,41.25,21.05,30.725,178.21782178217822,0.5,0.5959899749373433,0.2414941948510853,0.5940533288556225,-0.41471716299366906
Cheerful Beverly Hills Apartment,Carthay,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.06171,-118.37258,7.297506766012693,2430.0,2430.0,7.796057974316123,0.1984106439546344,medium,20.783333333333335,44.6,23.816666666666666,32.69166666666667,116.9206094627105,0.5,0.6135338345864662,0.2617869762746088,0.43747653939797476,-0.36140816139005155
Amazing Location: Ultra-Private 2-bedroom,West Hollywood,Other Cities,Entire bungalow,Entire home/apt,4,1.0,2.0,2.0,34.08185,-118.37818,6.825967257466163,4806.0,2403.0,8.47782846789396,-0.03194222265313782,medium,20.066666666666666,48.2,28.133333333333336,34.13333333333333,239.5016611295681,0.5,0.5919799498746867,0.2835941443715295,0.7091665874716085,-0.4679794488253553
Sprawling West Hollywood Loft (Photoshoot Ready),Beverly Grove,City of Los Angeles,Entire loft,Entire home/apt,2,2.0,2.0,1.0,34.08453,-118.37192,7.492833442696825,7200.0,3600.0,8.881975184248867,0.2938301349700296,medium,22.266666666666666,49.28333333333333,27.016666666666666,35.775,323.3532934131737,0.5,0.6581453634085213,0.2901564866229177,0.8702217252776417,-0.5535635964581966
Casa Indiana. Warm & Cozy in the Heart of Venice.,Venice,City of Los Angeles,Entire bungalow,Entire home/apt,4,2.0,2.0,2.0,34.00078,-118.46261,7.030961882985848,8100.0,4050.0,8.999742789830492,0.06820018062755456,medium,20.366666666666667,71.53333333333333,51.166666666666664,45.95,397.708674304419,0.5,0.6010025062656642,0.42493690055527505,0.9171528945250468,-0.582149289800773
"Blueground | Marina Del Rey, nr marina & dining",Del Rey,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,33.9864316,-118.4229277,8.54230199995836,3222.0,3222.0,8.078067881815437,0.8065084709276684,medium,18.816666666666666,86.03333333333333,67.21666666666667,52.425,171.2311780336581,0.5,0.5543859649122806,0.512771327612317,0.5498593515722627,-0.4388137956250527
Independent Guest House in West Hollywood,Beverly Grove,City of Los Angeles,Entire home,Entire home/apt,4,1.0,1.0,2.0,34.07976862262811,-118.3650824,8.085144888987031,2880.0,2880.0,7.9658927350845286,0.5831815829496662,medium,22.65,64.65,42.00000000000001,43.650000000000006,127.15231788079471,0.5,0.6696741854636591,0.38324078748107016,0.5051568141420358,-0.4296131387921261
Lovely 2-bedroom condo with indoor fireplace,Hollywood Hills West,City of Los Angeles,Entire condo,Entire home/apt,5,2.5,2.0,3.0,34.09572,-118.36155,8.784437887537827,6336.0,3168.0,8.754160749323518,0.9247948388811689,medium,24.233333333333334,33.766666666666666,9.533333333333331,29.0,261.45804676753784,0.5,0.7172932330827068,0.19616355376072692,0.8192868281289901,-0.5321354119285534
1,West Hollywood,Other Cities,Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,34.093240749949096,-118.377687,7.176682574201802,5346.0,5346.0,8.584290934948731,0.13938653582635524,medium,19.183333333333334,26.366666666666667,7.183333333333334,22.775,278.67940920938315,0.5,0.5654135338345865,0.1513377082281676,0.751592584291088,-0.45052863551244465
Enjoy Venice in stylish bungalow,Venice,City of Los Angeles,Entire bungalow,Entire home/apt,2,1.0,1.0,1.0,33.99357,-118.45584,7.607771355659978,1782.0,1782.0,7.48605261786314,0.3499787232709067,medium,22.35,42.28333333333333,19.93333333333333,32.31666666666666,79.73154362416106,0.5,0.6606516290726817,0.24775365976779404,0.31393735577066373,-0.3233211629836288
Westside retreat with ocean views Hot tub golf,Mar Vista,City of Los Angeles,Entire home,Entire home/apt,6,3.0,2.0,2.0,34.01095,-118.43742,5.8469914485996455,9000.0,4500.0,9.105090961257085,-0.5101839814554391,medium,15.9,52.86666666666667,36.96666666666667,34.38333333333333,566.0377358490566,0.5,0.4666666666666667,0.3118626956082786,0.9591348371713997,-0.5360264739902156
Chic 1 bedroom Culver City adj. & private backyard,Mid-City,City of Los Angeles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,34.0305829,-118.3873631,6.937800194600456,1962.0,1962.0,7.5822291942764615,0.022689546653864138,medium,15.633333333333333,35.016666666666666,19.383333333333333,25.325,125.50106609808103,0.5,0.45864661654135336,0.20373548712771328,0.35226435718160043,-0.26924682526058885
Luxury in the Heart Downtown Santa Monica KING Bed,Santa Monica,Other Cities,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,34.016076086393845,-118.4964419,7.359414490487552,3132.0,3132.0,8.049746290952191,0.22865333102428176,medium,18.35,36.416666666666664,18.066666666666663,27.383333333333333,170.68119891008172,0.8,0.5403508771929825,0.212216052498738,0.5385730104125325,-0.3399776778226553
